participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.dictator,player.recipient,player.gave,player.kept,player.task2payoff,player.droppedoutDG,player.payoff,group.id_in_subsession,group.dictator_amt,group.recipient_amt,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
21,wm4qg7nn,P21,0,74,74,el_end,B_End,2020-10-09 03:00:33.471297+00:00,1,,,0.00,1,1,0,150,150,150,,0.00,12,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
22,j0ry4g14,P23,0,74,74,el_end,B_End,2020-10-09 03:00:53.270197+00:00,1,,,16.25,2,0,1,50,250,150,,0.00,10,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
23,frbvq42r,P22,0,74,74,el_end,B_End,2020-10-09 03:01:17.167458+00:00,1,,,2.50,2,0,1,1,299,130,,0.00,11,170,130,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
24,19xsbpxx,P24,0,74,74,el_end,B_End,2020-10-09 03:01:25.146550+00:00,1,,,7.50,2,0,1,120,180,150,,0.00,12,150,150,1,dhkj4ww2,201009 Session 2,,,Session 5 NSM,0
1,tw49rzrz,P1,0,74,74,el_end,B_End,2020-10-11 22:51:55.616662+00:00,1,,,16.25,1,1,0,150,150,150,,0.00,1,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
2,i5ktans4,P3,0,74,74,el_end,B_End,2020-10-11 22:52:28.224993+00:00,1,,,1.25,1,1,0,125,175,175,,0.00,2,175,125,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
3,duqbanr6,P4,0,74,74,el_end,B_End,2020-10-11 22:52:43.635219+00:00,1,,,3.75,1,1,0,50,250,250,,0.00,3,250,50,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
4,7e4m5lbw,P5,0,74,74,el_end,B_End,2020-10-11 22:52:47.482888+00:00,1,,,3.00,2,0,1,100,200,150,,0.00,1,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
5,2y03o9kv,P6,0,74,74,el_end,B_End,2020-10-11 22:53:02.570036+00:00,1,,,1.75,2,0,1,25,275,125,,0.00,2,175,125,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
6,mta6xfu7,P2,0,74,74,el_end,B_End,2020-10-11 22:53:56.447749+00:00,1,,,7.50,2,0,1,150,150,50,,0.00,3,250,50,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
7,887yoyt3,P7,0,74,74,el_end,B_End,2020-10-11 22:56:25.946771+00:00,1,,,20.00,1,1,0,0,300,300,,0.00,4,300,0,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
8,8lecjf3f,P8,0,74,74,el_end,B_End,2020-10-11 22:56:49.242733+00:00,1,,,8.00,1,1,0,150,150,150,,0.00,5,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
9,r5i4vuwp,P9,0,74,74,el_end,B_End,2020-10-11 22:57:02.413662+00:00,1,,,10.00,1,1,0,120,180,180,,0.00,6,180,120,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
10,36kkbom6,P10,0,74,74,el_end,B_End,2020-10-11 22:57:19.052997+00:00,1,,,20.50,2,0,1,100,200,0,,0.00,4,300,0,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
11,puqs3t8k,P12,0,74,74,el_end,B_End,2020-10-11 22:57:47.312455+00:00,1,,,12.50,2,0,1,150,150,150,,0.00,5,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
12,nni3314c,P11,0,74,74,el_end,B_End,2020-10-11 22:58:46.302353+00:00,1,,,0.00,2,0,1,100,200,120,,0.00,6,180,120,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
13,ra0h88yq,P13,0,74,74,el_end,B_End,2020-10-11 22:59:41.699244+00:00,1,,,20.00,1,1,0,0,300,300,,0.00,7,300,0,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
14,55gsfvn0,P15,0,74,74,el_end,B_End,2020-10-11 22:59:54.028761+00:00,1,,,0.00,1,1,0,150,150,150,,0.00,8,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
15,r2yei2zt,P16,0,74,74,el_end,B_End,2020-10-11 23:00:00.326613+00:00,1,,,17.50,1,1,0,150,150,150,,0.00,9,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
16,8w4wt02v,P14,0,74,74,el_end,B_End,2020-10-11 23:00:12.927653+00:00,1,,,15.00,2,0,1,0,300,0,,0.00,7,300,0,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
17,pl4vy2mh,P17,0,74,74,el_end,B_End,2020-10-11 23:00:14.373887+00:00,1,,,2.50,2,0,1,100,200,150,,0.00,8,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
18,a5hil5o9,P18,0,74,74,el_end,B_End,2020-10-11 23:00:22.578988+00:00,1,,,2.50,2,0,1,0,300,150,,0.00,9,150,150,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
19,ibikamtm,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.088209+00:00,1,,,0.00,1,1,0,,,,,0.00,10,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
20,35paijx8,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.167880+00:00,1,,,0.00,1,1,0,,,,,0.00,11,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
21,9shtmden,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.247748+00:00,1,,,0.00,1,1,0,,,,,0.00,12,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
22,ka5yuhcm,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.417824+00:00,1,,,0.00,2,0,1,,,,,0.00,10,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
23,ju6i2n5n,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.503830+00:00,1,,,0.00,2,0,1,,,,,0.00,11,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
24,zf0pmb8e,,0,73,74,el_end,A_Dropout,2020-10-11 23:11:40.611118+00:00,1,,,0.00,2,0,1,,,,,0.00,12,,,1,wnb3s06j,201012 Session 1,,,Session 6 NSM,0
1,7xho8x0o,P2,0,74,74,el_end,B_End,2020-10-12 22:54:01.870989+00:00,1,,,10.00,1,1,0,120,180,180,,0.00,1,180,120,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
2,qulbl260,P3,0,74,74,el_end,B_End,2020-10-12 22:54:12.857463+00:00,1,,,13.00,1,1,0,150,150,150,,0.00,2,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
3,4gx56zru,P1,0,74,74,el_end,B_End,2020-10-12 22:54:25.611661+00:00,1,,,14.50,1,1,0,50,250,250,,0.00,3,250,50,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
4,kigs9jtm,P4,0,74,74,el_end,B_End,2020-10-12 22:54:44.497226+00:00,1,,,11.00,2,0,1,100,200,120,,0.00,1,180,120,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
5,4oti258t,P6,0,74,74,el_end,B_End,2020-10-12 22:54:59.681044+00:00,1,,,7.50,2,0,1,150,150,150,,0.00,2,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
6,j1b381zj,P5,0,74,74,el_end,B_End,2020-10-12 22:55:09.394174+00:00,1,,,8.00,2,0,1,120,180,50,,0.00,3,250,50,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
7,2slg4dhy,P7,0,74,74,el_end,B_End,2020-10-12 22:56:53.659966+00:00,1,,,14.00,1,1,0,20,280,280,,0.00,4,280,20,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
8,4is4yb3f,P8,0,74,74,el_end,B_End,2020-10-12 22:57:12.610317+00:00,1,,,21.50,1,1,0,0,300,300,,0.00,5,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
9,7vg4i6bs,P9,0,74,74,el_end,B_End,2020-10-12 22:57:17.627337+00:00,1,,,8.50,1,1,0,150,150,150,,0.00,6,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
10,s8rcublj,P10,0,74,74,el_end,B_End,2020-10-12 22:57:49.428740+00:00,1,,,5.50,2,0,1,100,200,20,,0.00,4,280,20,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
11,uro4pqel,P11,0,74,74,el_end,B_End,2020-10-12 22:58:13.249648+00:00,1,,,5.00,2,0,1,150,150,0,,0.00,5,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
12,idlxcd6q,P12,0,74,74,el_end,B_End,2020-10-12 22:58:24.438923+00:00,1,,,8.75,2,0,1,150,150,150,,0.00,6,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
13,xcmit14x,P13,0,74,74,el_end,B_End,2020-10-12 23:00:00.382082+00:00,1,,,15.00,1,1,0,150,150,150,,0.00,7,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
14,styeyzzz,P14,0,74,74,el_end,B_End,2020-10-12 23:01:01.071646+00:00,1,,,8.75,1,1,0,150,150,150,,0.00,8,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
15,prummaog,P17,0,74,74,el_end,B_End,2020-10-12 23:01:13.811184+00:00,1,,,15.00,1,1,0,0,300,300,,0.00,9,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
16,m4eooh1k,P15,0,74,74,el_end,B_End,2020-10-12 23:01:14.354079+00:00,1,,,11.00,2,0,1,0,300,150,,0.00,7,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
17,0n2iz8wf,P16,0,74,74,el_end,B_End,2020-10-12 23:01:33.233451+00:00,1,,,15.00,2,0,1,100,200,150,,0.00,8,150,150,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
18,9jy7ynhm,P18,0,74,74,el_end,B_End,2020-10-12 23:01:36.537617+00:00,1,,,7.50,2,0,1,0,300,0,,0.00,9,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
19,4bivot8d,P19,0,74,74,el_end,B_End,2020-10-12 23:05:54.738787+00:00,1,,,2.50,1,1,0,250,50,50,,0.00,10,50,250,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
20,zc72g7re,P20,0,74,74,el_end,B_End,2020-10-12 23:06:05.215463+00:00,1,,,20.50,1,1,0,0,300,300,,0.00,11,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
21,aeseakbz,P21,0,74,74,el_end,B_End,2020-10-12 23:06:23.795276+00:00,1,,,13.00,1,1,0,120,180,180,,0.00,12,180,120,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
22,xzxd49pl,P22,0,74,74,el_end,B_End,2020-10-12 23:06:36.427172+00:00,1,,,13.50,2,0,1,50,250,250,,0.00,10,50,250,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
23,c8i93dxa,P23,0,74,74,el_end,B_End,2020-10-12 23:06:58.502122+00:00,1,,,4.50,2,0,1,120,180,0,,0.00,11,300,0,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
24,9qtz9748,P24,0,74,74,el_end,B_End,2020-10-12 23:07:47.057594+00:00,1,,,11.50,2,0,1,110,190,120,,0.00,12,180,120,1,d6kkgmlt,201013 Session 1,,,Session 7 SM,0
1,73jj0kui,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,1,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
2,zd8r68u7,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,2,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
3,6r1h3bp3,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,3,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
4,xtpe7wac,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,1,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
5,4vkr1ueb,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,2,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
6,18ke45ob,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,3,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
7,p51nzlcr,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,4,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
8,ihakt6if,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,5,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
9,kj8olqky,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,6,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
10,ndt3r2px,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,4,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
11,r8q7rkar,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,5,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
12,idpxsic3,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,6,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
13,lqzgti7k,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,7,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
14,pk2tcqiq,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,8,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
15,yqvvgxmp,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,9,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
16,brj1vmm1,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,7,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
17,pu1jbcmq,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,8,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
18,u99nc061,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,9,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
19,lxyu1rwz,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,10,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
20,xayn1kqj,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,11,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
21,03ddf2md,,0,0,74,,,,0,,,0.00,1,1,0,,,,,0.00,12,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
22,fu63wxnx,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,10,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
23,sajlxjje,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,11,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
24,y30ai5sc,,0,0,74,,,,0,,,0.00,2,0,1,,,,,0.00,12,,,1,99e50eg3,201013 Session 2,,,Session 8 NSM,0
